OSM_ID,BUILDING,A_STRT,A_SBRB,A_HSNMBR,B_LEVELS,NAME
117032018,yes,Зерновая улица,,"3","1",
208970095,yes,,,,"1",
208970147,yes,,,,"1",
208972965,yes,,,,"1",
139897148,garage,,,,"1",
208972966,yes,,,,"1",
172006611,yes,проспект Победы,,"312","2",
160661823,yes,,,,,
208970078,yes,,,,"1",
199179015,yes,Волховская улица,,"26","1",
207420625,yes,,,,"1",
188242420,yes,,,,"1",
188242463,yes,,,,"1",
199075979,yes,,,,"1",
117031983,yes,Дубовая улица,,"1","1",
61411902,yes,проспект Победы,,310А,"1",
184505166,yes,,,,"1",
208970065,yes,,,,"1",
208970034,yes,,,,"1",
207420473,yes,,,,"1",
208970029,yes,,,,"1",
237723454,yes,,,,,
208970076,yes,,,,"1",
207347439,yes,,,,"1",
117031991,yes,Зерновая улица,,"4","1",
81058716,apartments,улица Художника Русакова,,"4","10",
208970137,yes,,,,"1",
172322978,yes,улица Кузнецова,,"25","5",
265412391,yes,,,,,
207420507,yes,,,,"1",
208972971,yes,,,,"1",
117031969,garages,,,,,
207420594,yes,,,,"1",
53564521,shop,улица Братьев Кашириных,,"103","1",ТК Рождественский
199178939,yes,,,,"1",
208856237,yes,,,,,
208971240,yes,,,,"1",
189418174,yes,,,,,
199179052,yes,Яхтинская улица,,"7","3",
208970064,yes,,,,"1",
117031981,yes,Якорная улица,,"12","3",
208856224,yes,,,,,
208856230,yes,,,,,
208972964,yes,,,,"1",
208972898,yes,,,,"1",
184505165,yes,,,,"1",
265412388,yes,,,,,
208970041,yes,,,,"1",
128478922,yes,,,,"1",
208970099,yes,,,,"1",
208971198,yes,,,,"1",
207420611,yes,,,,"1",
81058720,apartments,улица Художника Русакова,,"3","10",
117032046,yes,Зерновая улица,,"6","1",
208970031,yes,,,,"1",
208971226,yes,,,,"1",
265412398,yes,,,,,
208972880,yes,,,,"1",
208970110,yes,,,,"1",
208971252,yes,,,,"1",
81263032,yes,проспект Победы,,308Б,"10",
110560169,yes,,,,,
208972904,yes,,,,"1",
199178960,yes,,,,"1",
189418164,yes,,,,,
208970112,yes,,,,"1",
199188838,yes,,,,"1",
128478923,yes,,,,"1",
117031958,yes,улица Механизаторов,,"2","1",
208970141,yes,,,,"1",
208970058,yes,,,,"1",
110560167,yes,,,,,
188231946,yes,,,,"1",
207420483,yes,,,,"1",
188231974,yes,,,,"1",
207420637,yes,,,,"1",
163260010,yes,,,,"1",
152340374,yes,Отрадная улица,,25 к1,"6",
188231966,yes,,,,"1",
117032048,yes,Зерновая улица,,"7","1",
61411838,yes,,,,"1",
125439100,yes,,,,,
208970053,yes,,,,"1",
207420617,yes,,,,"1",
207420542,yes,,,,"1",
75467522,yes,,,,,
188093434,yes,,,,"1",
235686057,yes,,,,,
265412400,yes,,,,,
208970059,yes,,,,"1",
208971219,yes,,,,"1",
199188898,yes,Волховская улица,,"24","1",
199075986,yes,,,,"1",
207420616,yes,,,,"1",
188242462,yes,,,,"1",
208972876,yes,,,,"1",
208972926,yes,,,,"1",
208971259,yes,,,,"1",
117031982,yes,Якорная улица,,"13","5",
53564284,yes,улица Братьев Кашириных,,103а,"2",
208971223,yes,,,,"1",
61411881,yes,Комсомольский проспект,,39б,"10",
265412392,yes,,,,,
207420512,yes,,,,"1",
128479794,yes,,,,,
74335065,yes,Комсомольский проспект,,36А,"4",ГКБ №5
188093436,yes,,,,"1",
202135588,garages,,,,,
207420491,yes,,,,"1",
-1223778,yes,проспект Победы,,287 к4,"2",
189418165,yes,,,,,
207420500,yes,,,,"1",
208970123,yes,,,,"1",
128479797,yes,,,,,
117031993,yes,Зерновая улица,,"8","1",
128479789,yes,,,,,
145170587,yes,,,,"1",
265412396,yes,,,,,
53564427,yes,улица Университетская Набережная,,"36","9",
208970067,yes,,,,"1",
53564478,school,улица Братьев Кашириных,,103б,"3",
81263107,yes,,,,"1",
207420640,yes,,,,"1",
208971254,yes,,,,"1",
81263005,yes,,,,"1",
208970122,yes,,,,"1",
207420510,yes,,,,"1",
172322941,yes,,,,"1",
199179054,yes,Волховская улица,,"22","1",
199179085,yes,,,,"1",
199178936,yes,,,,"1",
207347367,yes,,,,"1",
61411892,yes,проспект Победы,,308А,"9",
130008504,yes,,,,,
75299801,office,Отрадная улица,,"25","4",
53564484,yes,,,,"1",
225984687,yes,,,,"1",
81263041,yes,проспект Победы,,287/2,"2",
208856245,yes,,,,,
265412381,yes,Волховская улица,,"53","1",
207347585,yes,,,,"1",
208971245,yes,,,,"1",
110560163,yes,,,,,
199188943,yes,,,,"1",
208856211,yes,,,,,
189418167,yes,,,,,
207420568,yes,,,,"1",
199178952,yes,,,,"1",
208970135,yes,,,,"1",
199188888,yes,,,,"1",
128478942,yes,,,,"1",
155832366,yes,,,,"1",
128478960,yes,,,,"1",
208970051,yes,,,,"1",
172322960,yes,Днепропетровская улица,,"2","5",
208970060,yes,,,,"1",
208972941,yes,,,,"1",
81058672,yes,улица Игнатия Вандышева,,"6","10",
207347380,yes,,,,"1",
61411825,yes,,,,"10",
117031997,yes,Зерновая улица,,8А,"1",
110560161,yes,,,,,
205933218,yes,,,,"1",
202135562,garages,,,,,
130008498,yes,,,,,
117031970,garages,,,,,
226043428,yes,,,,,
188093431,yes,,,,"1",
163260011,yes,,,,"1",
208971237,yes,,,,"1",
208971189,yes,,,,"1",
208970114,yes,,,,"1",
207420554,yes,,,,"1",
208856187,yes,,,,,
125736916,yes,Якорная улица,,"14","1",
208970026,yes,,,,"1",
207420470,yes,,,,"1",
208970155,yes,,,,"1",
61411879,yes,Комсомольский проспект,,37В,"2",
207420607,yes,,,,"1",
194159966,yes,улица Художника Русакова,,"4","1",Социальный дом ветеранов
188093438,yes,,,,"1",
188242457,yes,,,,"1",
208970091,yes,,,,"1",
199178975,yes,,,,"1",
208970097,yes,,,,"1",
208971210,yes,,,,"1",
199188800,yes,,,,"1",
208970048,yes,,,,"1",
117032033,yes,Зерновая улица,,"9","1",
207420578,yes,,,,"1",
172322952,school,Некрасовская улица,,"19","2",
225984677,yes,,,,"1",
208972889,yes,,,,"1",
225984671,yes,,,,"1",
289986799,yes,,,,,
208970149,yes,,,,"1",
207420454,yes,,,,"1",
199188890,yes,,,,"1",
145170586,yes,,,,"1",
178601329,yes,,,,,
207420584,yes,,,,"1",
108027071,yes,улица Родькина,,"2",,
208972923,yes,,,,"1",
207347572,yes,,,,"1",
208971204,yes,,,,"1",
208970080,yes,,,,"1",
172322974,yes,Некрасовская улица,,"6","1",
61411843,yes,проспект Победы,,"308","5",
110560147,yes,,,,,
207420574,yes,,,,"1",
207420590,yes,,,,"1",
183581056,yes,Комсомольский проспект,,36в,"16",
215534837,yes,,,,"1",
208970138,yes,,,,"1",
199188815,yes,,,,"1",
188093426,yes,,,,"1",
202135542,garages,,,,,
237723448,yes,,,,,
207420486,yes,,,,"1",
199179041,yes,,,,"1",
225984679,yes,,,,"1",
206539648,office,Отрадная улица,,25/1,"2",
81266424,yes,Комсомольский проспект,,34В,"3",монро
205104030,yes,,,,"1",
208970103,yes,,,,"1",
110560155,yes,,,,,
110560066,yes,,,,,
172322961,yes,Днепропетровская улица,,"4","10",
199188819,yes,,,,"1",
86383555,yes,,,,"1",
208970108,yes,,,,"1",
199179064,yes,,,,"1",
110560136,yes,,,,,
205104033,yes,,,,"1",
208970052,yes,,,,"1",
188093414,yes,,,,"1",
208856212,yes,,,,,Уралочка
199178989,yes,,,,"1",
226043429,yes,,,,,
208970104,yes,,,,"1",
207420496,yes,,,,"1",
130008490,yes,,,,,
135507615,yes,,,,,
81263102,yes,,,,"1",
207420481,yes,,,,"1",
199178926,yes,,,,"1",
207420504,yes,,,,"1",
207347525,yes,,,,"1",
178600677,yes,,,,,
207347509,yes,,,,"1",
61411889,yes,Комсомольский проспект,,37Б,"5",
208970045,yes,,,,"1",
237723450,yes,,,,,
226043427,yes,,,,,
145170588,yes,,,,"1",
208971195,yes,,,,"1",
188093427,yes,,,,"1",
207420497,yes,,,,"1",
208970044,yes,,,,"1",
205102818,yes,,,,"1",
155624000,yes,,,,"1",
128479776,yes,,,,,
128479790,yes,,,,,
207420582,yes,,,,"1",
175453868,yes,улица Братьев Кашириных,,"80","2",Семейный гипермаркет Магнит
205104026,yes,,,,"1",
81058677,apartments,улица Художника Русакова,,"2","10",
215534826,yes,,,,"1",
199075991,yes,,,,"1",
207420453,yes,,,,"1",
172322968,yes,улица Кузнецова,,"23","5",
81266436,yes,,,,"1",
202135550,garages,,,,,
207420630,yes,,,,"1",
208972906,yes,,,,"1",
130008486,yes,,,,,
61411854,yes,Комсомольский проспект,,"37","9",
208971203,yes,,,,"1",
206539661,yes,,,,"1",
208971191,yes,,,,"1",
265412390,yes,,,,,
207347493,yes,,,,"1",
208971234,yes,,,,"1",
81266443,yes,,,,"1",
207420620,yes,,,,"1",
125439107,yes,,,,,
81058699,yes,улица Игнатия Вандышева,,"4","10",
207420537,yes,,,,"1",
208970025,yes,,,,"1",
126310883,yes,Мелькомбинат 2,,"43","2",
208970072,yes,,,,"1",
194801340,yes,,,,"1",
178601330,yes,,,,,
199179122,yes,,,,"1",
205102817,yes,,,,"1",
106166115,yes,Отрадная улица,,"21","2",
205104035,yes,,,,"1",
199178970,yes,,,,"1",
208970093,yes,,,,"1",
199308557,yes,,,,"4",
208971251,yes,,,,"1",
199188873,yes,,,,"1",
81266448,yes,улица Куйбышева,,"51","5",
81266449,yes,улица Куйбышева,,"49","5",
53564449,apartments,улица Братьев Кашириных,,"101","9",
207347425,yes,,,,"1",
208970028,yes,,,,"1",
199179108,yes,,,,"1",
208856167,yes,,,,,
207420462,yes,,,,"1",
117032049,school,Зерновая улица,,"10","2",
48809280,yes,Комсомольский проспект,,34А,"9",
207420621,yes,,,,"1",
130008483,yes,,,,,
110560049,yes,,,,,
199178964,yes,,,,"1",
208970057,yes,,,,"1",
145172395,yes,,,,,Пост ГИБДД
207420467,yes,,,,"1",
126310888,yes,,,,"10",
208971186,yes,,,,"1",
199179025,yes,,,,"1",
81058681,yes,улица Игнатия Вандышева,,"4","10",
133732234,yes,,,,"1",
199188826,yes,,,,"1",
207420526,yes,,,,"1",
207347431,yes,,,,"1",
208970077,yes,,,,"1",
81262993,yes,проспект Победы,,287/1,"3",МБУЗ ССМП - Подстанция № 8
199179007,yes,,,,"1",
205102816,yes,,,,"1",
208971205,yes,,,,"1",
208970037,yes,,,,"1",
133732226,yes,,,,"1",
130625019,yes,,,,,
81266421,yes,Комсомольский проспект,,34Б,"2",
207420474,yes,,,,"1",
110560073,yes,,,,,
199308556,yes,,,,"2",
202135524,garages,,,,,
202135554,garages,,,,,
225984668,yes,,,,"1",
207420576,yes,,,,"1",
81262923,apartments,улица Университетская Набережная,,36Б,"9",
81266452,yes,улица Куйбышева,,"43","5",
265412387,yes,,,,,
207420629,yes,,,,"1",
197562920,yes,,,,"1",
202135561,garages,,,,,
188242458,yes,,,,"1",
207420503,yes,,,,"1",
61411869,yes,проспект Победы,,"306","5",
208856166,yes,,,,,
126310889,yes,,,,"10",
199178982,yes,,,,"1",
199178995,yes,Шлюзовая улица,,"9","1",
207420485,yes,,,,"1",
208970081,yes,,,,"1",
208970054,yes,,,,"1",
205102821,yes,,,,"1",
207420603,yes,,,,"1",
208970126,yes,,,,"1",
207420478,yes,,,,"1",
61411871,yes,проспект Победы,,306а,"2",
206611028,yes,,,,"1",
208970129,yes,,,,"1",
81263106,yes,,,,"2",
126310878,yes,Мелькомбинат 2,,"35","1",
207420513,yes,,,,"1",
265412393,yes,,,,,
205104031,yes,,,,"1",
207420536,yes,,,,"1",
208970125,yes,,,,"1",
61411896,yes,Комсомольский проспект,,37А,"5",
206611032,yes,,,,"1",
125486371,yes,Комсомольский проспект,,34Д,"2",Мегаспорт
208972986,yes,,,,"1",
207420516,yes,,,,"1",
117031986,garages,,,,,
208970107,yes,,,,"1",
265412401,yes,,,,,
81058688,yes,улица Игнатия Вандышева,,"4","10",
207420580,yes,,,,"1",
155624005,yes,,,,"1",
106170585,yes,Мелькомбинат 2,,"41","2",
188231971,yes,,,,"1",
207420546,yes,,,,"1",
129702705,yes,,,,"1",
130625010,yes,,,,,
208971213,yes,,,,"1",
110560075,yes,,,,,
202135533,garages,,,,,
188242438,yes,,,,"1",
130008488,yes,,,,,
188242443,yes,,,,"1",
130008465,yes,,,,,
205102819,yes,,,,"1",
172322964,yes,Горьковская улица,,"6","5",
207420571,yes,,,,"1",
207347512,yes,,,,"1",
208970046,yes,,,,"1",
208970087,yes,,,,"1",
205102820,yes,,,,"1",
93177647,school,Пионерская улица,,10а,"3",
199188885,yes,,,,"1",
207420527,yes,,,,"1",
199188936,yes,Волховская улица,,"47","1",
128479792,yes,,,,,
207420610,yes,,,,"1",
81262990,yes,проспект Победы,,287 к3,"2",
188231947,yes,,,,"1",
199188931,yes,,,,"1",
110560091,yes,,,,,
207420646,yes,,,,"1",
130625004,yes,,,,,
117031967,garages,,,,,
208970073,yes,,,,"1",
207420530,yes,,,,"1",
199179129,yes,,,,"1",
110560053,yes,,,,,
208970063,yes,,,,"1",
207347361,yes,,,,"1",
81266466,yes,улица Куйбышева,,"47","5",
208970150,yes,,,,"1",
208970109,yes,,,,"1",
117032059,garages,,,,,
178600683,yes,,,,,
61411888,yes,Пионерская улица,,6а,"2",
199188883,yes,,,,"1",
125439115,yes,,,,,
208970069,yes,,,,"1",
194801339,yes,,,,"1",
188093422,yes,,,,"1",
81266439,yes,улица Куйбышева,,"45","5",
133732229,yes,,,,"1",
110560111,yes,,,,,
188242472,yes,,,,"1",
188242419,yes,,,,"1",
208970098,yes,,,,"1",
155623999,house,Мелькомбинат 2,,"51","1",
106170584,yes,Мелькомбинат 2,,40/1,"2",
106170601,yes,Мелькомбинат 2,,"1","2",
117032036,garages,,,,,
188093421,yes,,,,"1",
207347452,yes,,,,"1",
188242468,yes,,,,"1",
188242422,yes,,,,"1",
205102852,yes,,,,"1",
188093419,yes,,,,"1",
207347528,yes,,,,"1",
208971260,yes,,,,"1",
81266461,yes,,,,"1",
208970068,yes,,,,"1",
81266420,yes,,,,"1",
208856179,yes,,,,,
53564456,yes,улица Братьев Кашириных,,101б,"2",
237723445,yes,,,,,
208856171,yes,,,,,
110560117,yes,,,,,
208970154,yes,,,,"1",
206611029,yes,,,,"1",
207347562,yes,,,,"1",
207347370,yes,,,,"1",
130624993,yes,,,,,
208856219,yes,,,,,
208970074,yes,,,,"1",
207420633,yes,,,,"1",
110560061,yes,,,,,
150929411,yes,,,,"1",
106166162,yes,,,,"1",
207347577,yes,,,,"1",
188242434,yes,,,,"1",
208970156,yes,,,,"1",
207420570,yes,,,,"1",
206611030,yes,,,,"1",
172322955,yes,улица Кузнецова,,"16","5",
206611031,yes,,,,"1",
172322949,yes,Горьковская улица,,"13","2",
106166124,yes,Ижевская улица,,"103","2",
194816284,yes,,,,"1",
207347432,yes,,,,"1",
208970033,yes,,,,"1",
194816279,yes,,,,"1",
207420539,yes,,,,"1",
208970049,yes,,,,"1",
199190604,yes,Шлюзовая улица,,"7","1",
207347517,yes,,,,"1",
130624997,yes,,,,,
199190601,yes,1-я Херсонская улица,,"13","1",
194816283,yes,,,,"1",
199190599,yes,,,,"1",
194816333,yes,,,,"1",
199190598,yes,,,,"1",
208970132,yes,,,,"1",
194816197,yes,,,,"1",
208970094,yes,,,,"1",
199190600,yes,,,,"1",
199190612,yes,,,,"1",
110560063,yes,,,,,
199190595,yes,,,,"1",
130008478,yes,,,,,
110560139,yes,,,,,
194816202,yes,,,,"1",
199190622,yes,1-я Херсонская улица,,"11","1",
207347410,yes,,,,"1",
172564458,yes,Днепропетровская улица,,"11",,
178600679,yes,,,,,
207347374,yes,,,,"1",
207420477,yes,,,,"1",
194159954,yes,1-й Двинский переулок,,"4","1",
208970105,yes,,,,"1",
176619899,yes,,,,,
205933221,yes,,,,"2",
237723424,yes,,,,,
207347289,yes,,,,"1",
188231964,yes,,,,"1",
194816193,yes,,,,"1",
172322946,yes,улица Кузнецова,,"21","5",
208970024,yes,,,,"1",
199190610,yes,улица Куйбышева,,"62","1",
194816198,yes,,,,"1",
194816282,yes,,,,"1",
208970038,yes,,,,"1",
194816280,yes,,,,"1",
207347471,yes,,,,"1",
208971239,yes,,,,"1",
208970118,yes,,,,"1",
125486390,yes,Комсомольский проспект,,34г,"1",
207420489,yes,,,,"1",
199190608,yes,,,,"1",
207420645,yes,,,,"1",
208970153,yes,,,,"1",
207347391,yes,,,,"1",
130624995,yes,,,,,
208970128,yes,,,,"1",
110557286,yes,Некрасовская улица,,"27","2",
208970066,yes,,,,"1",
194159953,yes,,,,"1",
197528983,garages,,,,,
215534834,yes,,,,"1",
106170597,yes,Мелькомбинат 2,,"38","5",
110560106,yes,,,,,
208970158,yes,,,,"1",
207347531,yes,,,,"1",
207347476,yes,,,,"1",
208970055,yes,,,,"1",
207420541,yes,,,,"1",
188231953,yes,,,,"1",
125439102,yes,Автодорожная улица,,"19",,
199190618,yes,Шлюзовая улица,,"5","1",
188231955,yes,,,,"1",
199190614,yes,,,,"1",
207420602,yes,,,,"1",
208856236,yes,,,,,
208970127,yes,,,,"1",
199190613,yes,,,,"1",
125439101,yes,,,,,
172564495,yes,Обская улица,,"6","9",
126310879,yes,Мелькомбинат 2,,"37","8",
189418168,yes,,,,,
208970088,yes,,,,"1",
178601328,yes,,,,,
237723443,yes,,,,,
207347537,yes,,,,"1",
172322969,yes,Горьковская улица,,"11","2",
134141215,yes,Комсомольский проспект,,"34","2",Киномакс-Победа
265412386,yes,,,,,
125597134,yes,,,,,
208971194,yes,,,,"1",
106170586,yes,,,,"1",
207347372,yes,,,,"1",
208970040,yes,,,,"1",
206610977,yes,,,,"1",
199190606,yes,улица Куйбышева,,"60","1",
206610978,yes,,,,"1",
207420566,yes,,,,"1",
194816196,yes,,,,"1",
208970130,yes,,,,"1",
208970075,yes,,,,"1",
188231957,yes,,,,"1",
188231951,yes,,,,"1",
194816201,yes,,,,"1",
125597131,yes,,,,,
188231963,yes,,,,"1",
81263094,apartments,Двинская улица,,"23","10",
207420641,yes,,,,"1",
207420644,yes,,,,"1",
208970071,yes,,,,"1",
208970119,garages,,,,"1",
194801338,yes,,,,"1",
188231949,yes,,,,"1",
176619903,yes,,,,,
194816276,yes,,,,"1",
194816199,yes,,,,"1",
125439096,yes,,,,,
81263096,apartments,Двинская улица,,"21","10",
208970032,yes,,,,"1",
188231967,yes,,,,"1",
207420476,yes,,,,"1",
207420569,yes,,,,"1",
188093417,yes,,,,"1",
194816195,yes,,,,"1",
199190628,yes,,,,"1",
199190615,yes,Шлюзовая улица,,"3","1",
199190620,yes,,,,"1",
199190611,yes,,,,"1",
199190607,yes,,,,"1",
199190602,yes,,,,"1",
110560121,yes,,,,,
199190596,yes,,,,"1",
207420471,yes,,,,"1",
237723422,yes,,,,,
208970047,yes,,,,"1",
194816200,yes,,,,"1",
53564400,yes,улица Университетская Набережная,,36А,"9",
194816277,yes,,,,"1",
130008500,yes,,,,,
208970151,yes,,,,"1",
207347552,yes,,,,"1",
188231961,yes,,,,"1",
208971228,yes,,,,"1",
208970159,garages,,,,"1",
133732223,yes,,,,"1",
130625011,yes,,,,,
208970111,yes,,,,"1",
81266438,yes,улица Куйбышева,,"41","5",
208970096,yes,,,,"1",
176619894,yes,,,,,
208970083,yes,,,,"1",
106170602,yes,,,,"1",
194801330,yes,,,,"1",
86383585,garages,,,,,
172322975,yes,улица Кузнецова,,"19","5",
207420619,yes,,,,"1",
133732218,yes,,,,"1",
207347270,yes,,,,"1",
207420562,yes,,,,"1",
61411840,yes,Пионерская улица,,"16","5",
61411855,yes,Пионерская улица,,"12","5",
61411850,yes,Пионерская улица,,"8","5",
106170603,yes,,,,"1",
207347541,yes,,,,"1",
106166164,yes,,,,"1",
208970086,yes,,,,"1",
207420557,yes,,,,"1",
125439130,yes,Производственная улица,,8б,,Рембыттехника сервисный центр
194816151,yes,Двинская улица,,"32","1",
208970085,yes,,,,"1",
199190619,yes,Шлюзовая улица,,"1","1",
178600687,yes,,,,,
207420531,yes,,,,"1",
199190617,yes,,,,"1",
206610981,yes,,,,"1",
208971217,yes,,,,"1",
81263088,hotel,Двинская улица,,"19","10",Царский двор
172322976,yes,улица Кузнецова,,"14","5",
110557294,yes,Днепропетровская улица,,"14","2",
199190605,yes,,,,"1",
207420598,yes,,,,"1",
178600672,yes,,,,,
199190627,yes,,,,"1",
207347580,yes,,,,"1",
86383552,garages,,,,,
237723440,yes,,,,,
199190625,yes,,,,"1",
208856176,yes,,,,,
53564271,yes,улица Братьев Кашириных,,101а,"9",
199190624,yes,,,,"1",
199190626,yes,,,,"1",
208970043,yes,,,,"1",
110560059,yes,,,,,
172564460,yes,Днепропетровская улица,,"13","5",
194801337,yes,,,,"1",
217309066,yes,,,,"1",
207420601,yes,,,,"1",
208970144,garages,,,,"1",
194816281,yes,,,,"1",
237723439,yes,,,,,
106170599,yes,,,,"1",
208970062,yes,,,,"1",
125439124,yes,,,,,
208970023,yes,,,,"1",
207420538,yes,,,,"1",
207347415,yes,,,,"1",
205933236,yes,,,,"1",
205933232,yes,,,,"2",
208971256,yes,,,,"1",
207347308,yes,,,,"1",
207420634,yes,,,,"1",
208970090,yes,,,,"1",
207420464,yes,,,,"1",
207347478,yes,,,,"1",
188231965,yes,,,,"1",
207420609,yes,,,,"1",
208856232,yes,,,,,
189418161,yes,,,,,
188242461,yes,,,,"1",
53564283,yes,улица Университетская Набережная,,34а,"1",
208970116,yes,,,,"1",
207347332,yes,,,,"1",
208970039,yes,,,,"1",
61411831,yes,проспект Победы,,"304","5",
172564493,yes,Обская улица,,4А,"9",
207420579,yes,,,,"1",
86383596,garages,,,,,
172564498,yes,Горьковская улица,,"9","5",
134141183,yes,,,,"1",ТП
207420484,yes,,,,"1",
130007142,yes,,,,,
125439108,yes,,,,,Варяг охранное предприятие
207420523,yes,,,,"1",
207347418,yes,,,,"1",
199024560,yes,Нефтебазовая улица,,23/1,,
208970143,yes,,,,"1",
207420552,yes,,,,"1",
135399094,yes,,,,,
53564412,yes,улица Университетская Набережная,,"34","14",
61411829,yes,Пионерская улица,,"6","5",
202135488,garages,,,,,
110557285,yes,Обская улица,,"2","9",
207420559,yes,,,,"1",
172322940,yes,улица Толбухина,,10А,"2",
125597074,yes,,,,,
126310877,yes,Мелькомбинат 2,,"32","3",
207420461,yes,,,,"1",
99568239,yes,,,,,
199190609,yes,,,,"1",
172322950,yes,улица Кузнецова,,"17","5",
208970036,yes,,,,"1",
207420540,yes,,,,"1",
125439125,yes,,,,,
207420631,yes,,,,"1",
194801320,yes,,,,"1",
150929410,yes,,,,"1",
125613348,roof,,,,,
207420495,yes,,,,"1",
202135521,garages,,,,,
208970079,yes,,,,"1",
202135540,garages,,,,,
205933223,yes,,,,"1",
125439129,yes,,,,,
207420614,yes,,,,"1",
110557276,yes,Днепропетровская улица,,"18","2",
61411905,yes,,,,"1",
116497438,school,Мелькомбинат 2,,"26","3",
125439097,yes,,,,,
197534237,yes,,,,"1",
207420624,yes,,,,"1",
81262929,apartments,Двинская улица,,"17","10",
208970061,yes,,,,"1",
207347465,yes,,,,"1",
199190623,yes,,,,"1",
135493501,yes,,,,,
207420589,yes,,,,"1",
199190621,yes,,,,"1",
199190629,yes,,,,"1",
199190603,yes,3-я Херсонская улица,,"8","1",
207347405,yes,,,,"1",
199190597,yes,,,,"1",
194816169,yes,,,,"1",
199190616,yes,,,,"1",
81266433,yes,,,,"1",
184503903,yes,,,,"1",
125597135,yes,,,,,
81263006,apartments,Двинская улица,,"15","10",
207420613,yes,,,,"1",
101918950,yes,,,,"1",
207420525,yes,,,,"1",
207420490,yes,,,,"1",
83707757,yes,,,,,
194805205,yes,,,,"1",
125597084,yes,,,,,
207420573,yes,,,,"1",
74334500,yes,Комсомольский проспект,,"32","9",
207420452,yes,,,,"1",
130008515,yes,,,,,
208970113,yes,,,,"1",
126310881,yes,Мелькомбинат 2,,"39","9",
125705680,yes,,,,,
202135498,garages,,,,,
208970102,yes,,,,"1",
194816168,garage,,,,"1",
135507674,yes,,,,,
110560058,yes,,,,,
207420519,yes,,,,"1",
125486368,yes,Комсомольский проспект,,32Д,"14",
194801347,yes,,,,"1",
215534825,yes,,,,"1",
207420499,yes,,,,"1",
188242439,yes,,,,"1",
194801343,yes,,,,"1",
207420593,yes,,,,"1",
81266431,yes,Комсомольский проспект,,32Б,"5",
188242450,yes,,,,"1",
208970030,yes,,,,"1",
110557287,yes,улица Чарчана,,"24","2",
53564365,garages,,,,,
61411897,yes,Пионерская улица,,"10","5",
188242432,yes,,,,"1",
189418156,yes,,,,,
125705693,yes,,,,,
207420605,yes,,,,"1",
110560060,yes,,,,,
125439120,yes,,,,,Комус-Южный Урал
202135585,garages,,,,,
189418170,yes,,,,,
194816194,yes,,,,"1",
125720738,apartments,Пионерская улица,,"18","8",
178601331,yes,,,,,
128479508,yes,,,,,
207420532,yes,,,,"1",
188242437,yes,,,,"1",
81266450,school,улица Куйбышева,,"39","4",
110560149,yes,Ярославская улица,,"3","1",
81262957,apartments,Двинская улица,,,"10",
110557290,yes,Днепропетровская улица,,"20","2",
205933234,yes,,,,"1",
189418173,yes,,,,,
207420472,yes,,,,"1",
101918947,yes,улица Кузнецова,,"15","10",
135493499,yes,,,,,
184503906,yes,,,,"1",суши-бар
194801312,apartments,Двинская улица,,"11","10",
207420545,yes,,,,"1",
194816170,yes,,,,"1",
172564461,yes,улица Ковшовой,,"13","9",
208856250,yes,,,,,
208970100,yes,,,,"1",
199192166,yes,улица Куйбышева,,"56","1",
237723451,yes,,,,,
83707752,yes,,,,,
199192207,yes,,,,"1",
199192113,yes,Приморская улица,,"23","1",
199178979,yes,,,,"1",
199192194,yes,Приморская улица,,"22","1",
189418179,yes,,,,,
207420457,yes,,,,"1",
128479517,yes,,,,,
130008481,yes,,,,,
135507641,yes,,,,,
172564462,yes,Днепропетровская улица,,15А,"1",
189418166,yes,,,,,
189418175,yes,,,,,
110560114,yes,,,,,
208856214,yes,,,,,
75118025,yes,Уфимский тракт,,"1",,автоцентр Сатурн
135507680,yes,,,,,
110557284,yes,Днепропетровская улица,,"15","2",
200975522,yes,,,,"1",
53564502,yes,улица Университетская Набережная,,32а,,
202135485,garages,,,,,
133732222,yes,,,,"3",
194801332,yes,,,,"1",
130007198,yes,,,,,
194801316,yes,,,,"1",
116497448,yes,улица Мелькомбинат 2 1-й у,,"40","2",
237723453,yes,,,,,
194816265,yes,,,,"1",
106166131,yes,Двинская улица,,"22","1",
194816259,yes,,,,"1",
172564499,yes,Ярославская улица,,"9","16",
206610976,yes,,,,"1",
172322938,yes,улица Толбухина,,6А,"2",
207420648,yes,,,,"1",
194801313,apartments,Двинская улица,,"13","10",
53564262,yes,улица Университетская Набережная,,"32","14",
184505171,yes,,,,"1",
125439113,yes,,,,,
61411857,yes,Пионерская улица,,"4","5",
83707730,yes,,,,,
61411866,yes,Пионерская улица,,"14","5",
135507594,yes,,,,,
61411847,yes,,,,"2",Шининвест
130006248,yes,,,,,
189418176,yes,,,,,
135507606,yes,,,,,
125439127,yes,,,,,
172322972,shop,улица Кузнецова,,,"2",Проспект РС
189418182,yes,,,,,
61411864,yes,,,,"1",
110557291,yes,Ярославская улица,,"10","2",
199192119,yes,улица Куйбышева,,"54","1",
172564459,yes,улица Кузнецова,,"12","5",
205933224,yes,,,,"1",
81262901,apartments,улица Братьев Кашириных,,"76","10",
199192150,yes,Приморская улица,,"21","1",
199192201,yes,Приморская улица,,"20","1",
135623793,yes,,,,,
189418159,yes,,,,,
207420581,yes,,,,"1",
199192159,yes,,,,"1",
199192213,yes,,,,"1",
83707736,yes,,,,,
110560122,yes,Днепропетровская улица,,"17","2",
83707738,yes,,,,,
